# r Xi(r) Xi(r)-ShotNoise
# z = 0
3.894827854551118094e+02 -1.835364377361604557e-03 -2.515960643569859094e+05
3.905609521511456705e+02 3.322994318923484748e-04 -2.515960621893220814e+05
3.914643892367210469e+02 6.600694073257596869e-03 -2.515960559209274652e+05
3.925422725430698279e+02 -2.207828757943595694e-03 -2.515960647294502705e+05
3.934659104206152733e+02 4.872686176375289144e-04 -2.515960620343529154e+05
3.944703835986909439e+02 -1.527605075684804799e-03 -2.515960640492266102e+05
3.954926843475877263e+02 -1.159307087606389203e-03 -2.515960636809286079e+05
3.965264661139701730e+02 5.040098119665075392e-03 -2.515960574815233995e+05
3.975363285533168778e+02 -3.301344419780530542e-03 -2.515960658229659603e+05
3.984638304371335948e+02 5.307991097085234568e-03 -2.515960572136304399e+05
3.994572929486836301e+02 9.504455953972525085e-04 -2.515960615711759310e+05
4.005324602762858035e+02 2.857527385155359759e-03 -2.515960596640941512e+05
4.015055226045496397e+02 -2.561206618944803946e-04 -2.515960627777421905e+05
4.024388854617164384e+02 -2.107630409891643290e-03 -2.515960646292519232e+05
4.034904533054517515e+02 2.528785315496718134e-03 -2.515960599928362062e+05
4.044608479405308685e+02 -3.307183852066864979e-03 -2.515960658288053819e+05
4.054744532194068825e+02 -2.867397430131761200e-03 -2.515960653890189424e+05
4.064128923615651274e+02 -5.362605117521192753e-03 -2.515960678842266498e+05
4.074642171223958371e+02 -3.928631595057300446e-03 -2.515960664502531290e+05
4.084370497483473628e+02 1.876199062053973774e-03 -2.515960606454224617e+05
4.095025956449453020e+02 -1.423198686182847389e-04 -2.515960626639413822e+05
4.104907181777793994e+02 -4.424416290232970434e-06 -2.515960625260459492e+05
4.114954579162597383e+02 4.586811860402425188e-04 -2.515960620629403275e+05
4.125360181254725376e+02 -2.496756105867338048e-03 -2.515960650183776452e+05
4.135150841309545626e+02 3.591869542008487275e-03 -2.515960589297519764e+05
4.144992423809056845e+02 -1.695160309362832686e-03 -2.515960642167818442e+05
4.155068847288013671e+02 2.212327529941748513e-03 -2.515960603092940000e+05
4.164663196241999117e+02 -1.092013106288680082e-03 -2.515960636136346438e+05
4.174821907807536832e+02 2.086316879911094893e-03 -2.515960604353046510e+05
4.185206582247636788e+02 1.619619699571863097e-04 -2.515960623596595542e+05
4.195874403458208803e+02 -1.912218002520938353e-03 -2.515960644338395214e+05
4.204764736399931166e+02 -4.308154068741143657e-03 -2.515960668297756056e+05
4.214582753261614698e+02 2.278082191870807720e-03 -2.515960602435393375e+05
4.224842243130359520e+02 -1.137353956498682360e-03 -2.515960636589754722e+05
4.234814423058420516e+02 1.698835925711395228e-03 -2.515960608227855992e+05
4.245131793244515279e+02 -1.746691724796987000e-04 -2.515960626962906972e+05
4.254657233445403222e+02 3.092529761850537195e-03 -2.515960594290917506e+05
4.265292528583352123e+02 2.125250784706730553e-03 -2.515960603963707399e+05
4.275070749918619981e+02 2.209240511844032771e-03 -2.515960603123810142e+05
4.284849099260035814e+02 3.202709143723898866e-03 -2.515960593189123902e+05
4.295516463164311176e+02 -1.594648543436815889e-03 -2.515960641162700776e+05
4.305345670729041672e+02 3.206173007150919709e-03 -2.515960593154485105e+05
4.314534352620442519e+02 -9.333453037672572545e-04 -2.515960634549668175e+05
4.324549879916878581e+02 -3.130277737166530395e-03 -2.515960656518992619e+05
4.335630315826372794e+02 -2.264825177966119205e-04 -2.515960627481040428e+05
4.345512480314787354e+02 1.347828985334516587e-03 -2.515960611737925501e+05
4.355203373152325526e+02 -3.041629686788400577e-03 -2.515960655632512062e+05
4.365389403140906097e+02 2.958281812342730189e-04 -2.515960622257933428e+05
4.374713275739214282e+02 -4.898336079400445082e-04 -2.515960630114551459e+05
4.384877209455487446e+02 1.382867243722521195e-03 -2.515960611387542740e+05
4.395152047308743590e+02 4.294864378258403566e-03 -2.515960582267571590e+05
4.405319706545037661e+02 -1.235008913244904725e-03 -2.515960637566304358e+05
4.414746956347127025e+02 1.038702199775675024e-03 -2.515960614829193219e+05
4.424820257822672716e+02 -7.375136017799377441e-03 -2.515960698967575445e+05
4.434870689755394437e+02 -7.950674919855026807e-04 -2.515960633166890184e+05
4.444416820910549859e+02 -1.210575533467669835e-04 -2.515960626426790841e+05
4.455068340295032954e+02 -5.309099734659872716e-04 -2.515960630525315064e+05
4.465450056336766806e+02 -1.953868128412919285e-03 -2.515960644754896639e+05
4.474953855094262849e+02 -1.389232227357767389e-03 -2.515960639108537580e+05
4.485007881164550554e+02 -5.150795914232730865e-05 -2.515960625731294858e+05
4.495335729655711816e+02 2.712688722147814629e-03 -2.515960598089327978e+05
4.505371015289260868e+02 -2.140149229132362867e-03 -2.515960646617707680e+05
4.515255129254601343e+02 -4.440372346213500299e-03 -2.515960669619938708e+05
4.524951716775426007e+02 8.146338787292427362e-04 -2.515960617069876462e+05
4.535078196256354772e+02 -7.171484081748950596e-04 -2.515960632387699443e+05
4.544763220398869521e+02 2.884740206464451225e-03 -2.515960596368813131e+05
4.554856799732555146e+02 -2.383241110076807939e-04 -2.515960627599456348e+05
4.565182484747136868e+02 -6.650970302353398584e-04 -2.515960631867185584e+05
4.574827820166152605e+02 2.559798271382222233e-05 -2.515960624960235436e+05
4.585480114286414732e+02 -6.712596951834493529e-03 -2.515960692342184775e+05
4.595421679250176226e+02 -4.248674784865334860e-04 -2.515960629464889935e+05
4.604341144569174844e+02 5.058478198005157342e-03 -2.515960574631433410e+05
4.614815871863613097e+02 -1.593858872378582647e-03 -2.515960641154804034e+05
4.625288024652199397e+02 4.817052372817784509e-04 -2.515960620399162872e+05
4.635044343452514681e+02 2.037923682059207368e-03 -2.515960604836978309e+05
4.645121446240767682e+02 9.875692613781762545e-04 -2.515960615340522781e+05
4.655088482972091697e+02 5.888171428072769059e-04 -2.515960619328043831e+05
4.665074164240614891e+02 -2.061267468914295721e-03 -2.515960645828889974e+05
4.675289548422403527e+02 -2.459491700557886722e-03 -2.515960649811132171e+05
4.684749123569334301e+02 1.168451388586753742e-03 -2.515960613531701383e+05
4.694914415757432948e+02 4.586479074949269090e-03 -2.515960579351424531e+05
4.704875651127150036e+02 -4.634339602387585466e-03 -2.515960671559611219e+05
4.715292225659378005e+02 9.899666800408505642e-04 -2.515960615316548501e+05
4.724749591064453398e+02 1.129186153411865256e-04 -2.515960624087029137e+05
4.735222387466838541e+02 -1.448415817423937772e-03 -2.515960639700373576e+05
4.744616851806640625e+02 -1.623531375502305571e-03 -2.515960641451528936e+05
4.754386366752729032e+02 7.506293248912515419e-04 -2.515960617709922080e+05
4.764716984503659774e+02 1.198245134612487929e-05 -2.515960625096390722e+05
4.774597114114200167e+02 5.587653285648976412e-04 -2.515960619628562126e+05
4.784998662429304659e+02 1.795843054016734537e-03 -2.515960607257784868e+05
4.795276732959335391e+02 1.304346594593221945e-03 -2.515960612172749243e+05
4.805445301458027529e+02 -2.013565977754076634e-03 -2.515960645351874991e+05
4.815542643151808875e+02 -7.023880085866563133e-04 -2.515960632240095292e+05
4.825791772614484785e+02 3.132739756842079296e-03 -2.515960593888817821e+05
4.835348145679761274e+02 1.515076866233220536e-04 -2.515960623701138538e+05
4.845527369694806339e+02 -8.428398278263753325e-04 -2.515960633644613554e+05
4.855081309544220858e+02 -1.486093488358359357e-03 -2.515960640077150019e+05
4.864904309151521034e+02 -5.763628752754882539e-03 -2.515960682852502796e+05
4.874924288379902464e+02 -1.604095557514502056e-03 -2.515960641257170937e+05
4.884710235405206618e+02 2.678893180970990696e-03 -2.515960598427283403e+05
4.895182814667190314e+02 2.441023282958689530e-04 -2.515960622775192023e+05
4.905174580468071781e+02 -2.123346924781799230e-03 -2.515960646449684573e+05
4.914893036918279563e+02 1.583282281512673507e-03 -2.515960609383392439e+05
4.925139686085041149e+02 -6.548103911358831497e-04 -2.515960631764319260e+05
4.935229412609067481e+02 2.452202242092306386e-03 -2.515960600694192981e+05
4.945838425388539576e+02 -6.536996802966931440e-03 -2.515960690586183337e+05
4.955257912938616869e+02 -8.237741995548856274e-04 -2.515960633453957271e+05
4.965664383594619835e+02 6.599741734317847094e-03 -2.515960559218798007e+05
4.975033603180258410e+02 -1.475867642196530176e-03 -2.515960639974891674e+05
4.984479542822386975e+02 -2.274618813054478730e-03 -2.515960647962403309e+05
4.994945792230431039e+02 -3.225126416210967201e-03 -2.515960657467479468e+05
5.004870569866487244e+02 -1.516781273444468923e-03 -2.515960640384028084e+05
5.014240523428287020e+02 1.153082442733476768e-03 -2.515960613685390854e+05
5.024379234535492174e+02 5.207869649348774140e-04 -2.515960620008345577e+05
5.034712995377378775e+02 -1.686064842250520335e-03 -2.515960642076863733e+05
5.044896614736617835e+02 1.017214024447959291e-03 -2.515960615044074948e+05
5.054814332326253066e+02 -7.563603274962481075e-03 -2.515960700852248119e+05
5.065009290534497950e+02 1.627146251617916060e-03 -2.515960608944752894e+05
5.075019812474354808e+02 9.736805593956765785e-04 -2.515960615479409753e+05
5.084713763916155926e+02 -2.394238284214790676e-04 -2.515960627610453521e+05
5.094933748200465971e+02 -9.864638668830405348e-04 -2.515960635080853826e+05
5.105135109003559251e+02 -6.386656995352781854e-04 -2.515960631602872163e+05
5.115455513451398133e+02 5.202876760604534159e-04 -2.515960620013338630e+05
5.124789323161419361e+02 -4.315005507983062094e-03 -2.515960668366270256e+05
5.135327773266815257e+02 4.406071706359901245e-04 -2.515960620810143591e+05
5.144417108927231084e+02 -1.097734318029411999e-03 -2.515960636193558457e+05
5.154855176774182155e+02 1.098646767750714130e-03 -2.515960614229747734e+05
5.165229121072543421e+02 -5.194025629894741085e-03 -2.515960677156471647e+05
5.175320687625377332e+02 2.709853213864024495e-03 -2.515960598117683257e+05
5.185239229591943513e+02 3.737922637693343736e-03 -2.515960587836988852e+05
5.195931252694797422e+02 1.471799229082990405e-04 -2.515960623744415934e+05
5.205497605942234713e+02 3.728666016549775277e-03 -2.515960587929555040e+05
5.214550550861779357e+02 8.578356550130279094e-04 -2.515960616637858620e+05
5.224571817758920815e+02 4.331809174907099921e-03 -2.515960581898123492e+05
5.234849283710003647e+02 -2.006717864341499291e-03 -2.515960645283393969e+05
5.244528010002920837e+02 8.208831522695000764e-04 -2.515960617007383844e+05
5.254763702613034866e+02 -1.631529215565652837e-03 -2.515960641531507426e+05
5.265563954035441157e+02 1.302310948570569414e-03 -2.515960612193105917e+05
5.274855454518244642e+02 -9.760763496160507202e-04 -2.515960634976978763e+05
5.284743351264287412e+02 3.405737663542130790e-03 -2.515960591158838652e+05
5.294813449313571709e+02 -1.175461946664987760e-03 -2.515960636970834748e+05
5.305649974498113579e+02 1.718200402816540129e-03 -2.515960608034211327e+05
5.315357806878051861e+02 -8.687164813502225476e-04 -2.515960633903380076e+05
5.325584145883412930e+02 -1.356089543073605175e-03 -2.515960638777110726e+05
5.335050624906660914e+02 7.223293203037129849e-04 -2.515960617992922198e+05
5.345024610114819552e+02 -2.108302983370694168e-03 -2.515960646299245127e+05
5.355080454341700715e+02 -3.681572734332475396e-04 -2.515960628897788120e+05
5.365001953781292059e+02 -6.978197123414726141e-04 -2.515960632194412465e+05
5.374891548118781657e+02 9.956168891185552053e-04 -2.515960615260046325e+05
5.384930285715917080e+02 -2.622650380720172210e-03 -2.515960651442719100e+05
5.394577575668331519e+02 3.032065713724573820e-03 -2.515960594895558024e+05
5.404853809364213930e+02 -1.528163986093193779e-03 -2.515960640497855202e+05
5.415522127747211698e+02 3.284042916629445236e-05 -2.515960624887810845e+05
5.425193782124949848e+02 -4.022403755679753931e-03 -2.515960665440252924e+05
5.434581288809728221e+02 3.472534394023394418e-03 -2.515960590490871400e+05
5.444424986883692554e+02 -2.024528478554951140e-03 -2.515960645461500098e+05
5.455214780699839139e+02 -4.209187845833385622e-03 -2.515960667308093689e+05
5.465121519105289281e+02 1.069410198830908357e-03 -2.515960614522113174e+05
5.474921800961431018e+02 3.857904253385118117e-03 -2.515960586637172673e+05
5.485221858892000455e+02 -1.373641376064004254e-03 -2.515960638952628942e+05
5.495126951381138269e+02 5.788418792542957513e-04 -2.515960619427796337e+05
5.505426853638899729e+02 -3.367523469868496412e-03 -2.515960658891449857e+05
5.515262352332437104e+02 -3.884596393463459548e-04 -2.515960629100811784e+05
5.524848384462553668e+02 -9.385030022982893084e-04 -2.515960634601245401e+05
5.534982706705728788e+02 1.195328404205013920e-03 -2.515960613262931292e+05
5.545142671743285518e+02 -1.423347063789865254e-03 -2.515960639449685987e+05
5.554692682043298646e+02 -3.600857732615945616e-03 -2.515960661224792711e+05
5.564752811107759953e+02 -1.868751508737701147e-03 -2.515960643903730379e+05
5.575697038714712335e+02 5.104764729705876585e-04 -2.515960620111450553e+05
5.584608530195932872e+02 1.124186238283833529e-03 -2.515960613974352891e+05
5.594848479433998136e+02 2.503644617110336538e-03 -2.515960600179769099e+05
5.604894528636874611e+02 2.163841090071091759e-03 -2.515960603577804286e+05
5.615139734637748461e+02 -3.612785026280566675e-04 -2.515960628829000343e+05
5.625564428456817723e+02 2.693838200371832456e-03 -2.515960598277833196e+05
5.635318275497769491e+02 5.808082750817887682e-04 -2.515960619408132625e+05
5.645371231922279094e+02 -2.195037622502781036e-03 -2.515960647166591370e+05
5.655088951718794306e+02 1.681519946131508235e-03 -2.515960608401015925e+05
5.664612697856894101e+02 3.781439944473152944e-04 -2.515960621434775239e+05
5.675240748087564953e+02 8.458320051431655450e-04 -2.515960616757895332e+05
5.684883247389965391e+02 3.670322374781802115e-03 -2.515960588512991380e+05
5.694918329391621228e+02 2.146294579825587859e-04 -2.515960623069920694e+05
5.705109955796531267e+02 2.427081659263782224e-03 -2.515960600945398619e+05
5.714567407906685048e+02 7.452128829003296486e-04 -2.515960617764086346e+05
5.724726464752822039e+02 -1.312947251055271696e-03 -2.515960638345687767e+05
5.734938577244424778e+02 -2.147007803631644125e-03 -2.515960646686293185e+05
5.745256167785432808e+02 -9.264801031531172664e-05 -2.515960626142695255e+05
5.754539749771090555e+02 -6.102381968030743059e-04 -2.515960631318597298e+05
5.765304135094554567e+02 -1.296686980528773212e-03 -2.515960638183084957e+05
5.774914862171757477e+02 5.029592611143187319e-04 -2.515960620186622546e+05
5.784604286392794847e+02 -3.611810862331262949e-04 -2.515960628828026238e+05
5.795017482295180571e+02 2.844368643832929141e-04 -2.515960622371846694e+05
5.805447616577148438e+02 -1.391400297482808454e-03 -2.515960639130218187e+05
5.815173053374992378e+02 -1.302912272342496899e-03 -2.515960638245338050e+05
5.824436134768523061e+02 -1.450972198614616749e-03 -2.515960639725937217e+05
5.834821161326476613e+02 -3.050074999845480556e-03 -2.515960655716965266e+05
5.845104555309328589e+02 1.416417778047740928e-03 -2.515960611052037566e+05
5.855434650691447587e+02 -2.655764597373226968e-03 -2.515960651773861318e+05
5.865566082870751643e+02 2.132719650603177169e-03 -2.515960603889018821e+05
5.874828784090258296e+02 3.805670327755994583e-04 -2.515960621410544845e+05
5.884470447059768503e+02 -2.025998547839219510e-03 -2.515960645476200734e+05
5.894777800159105254e+02 -4.575570009395907821e-03 -2.515960670971915242e+05
5.905057530433126658e+02 2.151332454218697534e-03 -2.515960603702890803e+05
5.915517330747661617e+02 -1.758461287527373447e-03 -2.515960642800828209e+05
5.924837013818884088e+02 7.491934684015089801e-04 -2.515960617724280455e+05
5.934781556798856172e+02 1.847187333980852006e-03 -2.515960606744341785e+05
5.944503776190792905e+02 1.055940751629974139e-04 -2.515960624160274456e+05
5.954721241461013506e+02 2.374582584325459628e-03 -2.515960601470389520e+05
5.965106992877344965e+02 8.000645284884286268e-05 -2.515960624416150677e+05
5.974629018121769377e+02 8.017899435194556705e-05 -2.515960624414425401e+05
5.984684573253953204e+02 -2.011488719158861880e-03 -2.515960645331102423e+05
5.995067804791600565e+02 -1.814770214448725542e-03 -2.515960643363917479e+05
6.005025839337084790e+02 -2.305695504853219526e-03 -2.515960648273170227e+05
6.014509049583166416e+02 -2.060715103555665201e-03 -2.515960645823366358e+05
6.024899660834355473e+02 1.314608751580382878e-03 -2.515960612070127681e+05
6.034943725585937955e+02 1.802996081164759444e-03 -2.515960607186254347e+05
6.044773107458044024e+02 -1.819386698090981165e-03 -2.515960643410082266e+05
6.054592978337541354e+02 -8.767835157619278605e-04 -2.515960633984050364e+05
6.064779794702033087e+02 -2.179938093369229203e-03 -2.515960647015596332e+05
6.075033541849907124e+02 -1.043386964608501895e-03 -2.515960635650084878e+05
6.084928037003719510e+02 -3.096061659375151046e-03 -2.515960656176831981e+05
6.095143042831211915e+02 9.196379153054397900e-04 -2.515960616019836161e+05
6.104997855944511684e+02 2.347670169617435600e-03 -2.515960601739513513e+05
6.115017252493895512e+02 -2.081541511101451213e-03 -2.515960646031630458e+05
6.124931169941987719e+02 1.969440214330235182e-04 -2.515960623246775067e+05
6.135030570081485166e+02 -2.399178750264536336e-03 -2.515960649208002724e+05
6.144560226349370851e+02 -8.516564190336912152e-04 -2.515960633732779534e+05
6.154621392420900747e+02 -3.705186007695043132e-04 -2.515960628921401221e+05
6.164976161916143838e+02 -6.302239733380995859e-05 -2.515960625846439216e+05
6.175553747792799868e+02 2.951793521862605078e-03 -2.515960595698280085e+05
6.185080880194353767e+02 1.714785796245426718e-03 -2.515960608068357396e+05
6.194979126155814129e+02 -9.990492931371568099e-04 -2.515960635206708102e+05
6.205247860211427451e+02 1.580640161340368492e-03 -2.515960609409813769e+05
6.214750809084390539e+02 8.558754183819904842e-04 -2.515960616657461214e+05
6.224794751465856280e+02 -7.043430207100257780e-04 -2.515960632259645499e+05
6.235085995218565813e+02 2.281383102924380932e-03 -2.515960602402384102e+05
6.244808002048068829e+02 1.521859731939103916e-03 -2.515960609997618012e+05
6.254739437590761781e+02 1.647262300520309624e-03 -2.515960608743592165e+05
6.264956007290236357e+02 -4.090022691440233101e-04 -2.515960629306237970e+05
6.275177915835949989e+02 -2.001882241816590590e-03 -2.515960645235037664e+05
6.285331874125067770e+02 -5.760388754902871083e-03 -2.515960682820102957e+05
6.295202912647062021e+02 3.760947030480011038e-04 -2.515960621455268119e+05
6.304952319707625747e+02 -1.469352401984043541e-04 -2.515960626685567549e+05
6.314802794807683313e+02 -1.059194179584152734e-03 -2.515960635808157094e+05
6.324937385627815729e+02 -3.630829287004900228e-04 -2.515960628847044427e+05
6.334551654321759315e+02 -2.440349622206254316e-04 -2.515960627656564757e+05
6.345446427791176802e+02 -2.068782546109534676e-03 -2.515960645904040721e+05
6.355364984467273644e+02 2.619400362330158959e-03 -2.515960599022211682e+05
6.364903908306862377e+02 -1.402936575613615610e-03 -2.515960639245581115e+05
6.375331174240899372e+02 -3.083977912299821524e-03 -2.515960656055994332e+05
6.385155324696462458e+02 1.530569559567934593e-03 -2.515960609910519561e+05
6.394899717778931745e+02 -1.677956259200341508e-03 -2.515960641995777842e+05
6.405400133138600722e+02 8.840753574563998832e-04 -2.515960616375461686e+05
6.414697595294281882e+02 1.709257896965341245e-04 -2.515960623506957490e+05
6.424617606851671781e+02 8.154090738966124742e-04 -2.515960617062124657e+05
6.434994788100203778e+02 5.716478444665551656e-04 -2.515960619499736931e+05
6.445019363990196553e+02 -2.265109274631891406e-03 -2.515960647867307998e+05
6.455028879197977858e+02 -7.054064485986353454e-04 -2.515960632270279748e+05
6.465194160360596243e+02 -9.660054758606853066e-04 -2.515960634876269905e+05
6.474883870254328713e+02 8.161641013475111946e-04 -2.515960617054574250e+05
6.484736593054982450e+02 3.847599998230011721e-04 -2.515960621368615248e+05
6.495049280102811053e+02 4.483381434444158424e-03 -2.515960580382400949e+05
6.504733131479183612e+02 2.601506571102074551e-05 -2.515960624956064567e+05
6.514616142443261424e+02 -3.305239926402062990e-04 -2.515960628521455219e+05
6.524839450463898629e+02 1.260454663758948674e-03 -2.515960612611668766e+05
6.535014942956348705e+02 1.086999499608599885e-03 -2.515960614346220391e+05
6.545120562877239081e+02 1.200491691304144499e-03 -2.515960613211298478e+05
6.555464379956459879e+02 -2.035241501004088121e-04 -2.515960627251456899e+05
6.565024528615285817e+02 6.800605404761529997e-04 -2.515960618415609933e+05
6.574853631052029641e+02 1.371685501669539986e-03 -2.515960611499360239e+05
6.584774712456596717e+02 -1.386820236382456774e-03 -2.515960639084417489e+05
6.594902480170418357e+02 -3.111005105994417257e-03 -2.515960656326266471e+05
6.604916239533811222e+02 1.829650568681951729e-03 -2.515960606919709535e+05
6.615334852399869305e+02 1.155457345608672465e-03 -2.515960613661641837e+05
6.624399634564557573e+02 -7.011400435192576951e-04 -2.515960632227615570e+05
6.634517927656037273e+02 4.378117808349111552e-03 -2.515960581435037311e+05
6.644969832546026964e+02 -1.733317203408661774e-04 -2.515960626949532598e+05
6.655119569893219023e+02 3.925703360149391434e-04 -2.515960621290511917e+05
6.665593354468252301e+02 -1.025922158185173585e-03 -2.515960635475436866e+05
6.675336076325061185e+02 1.567847507881747543e-03 -2.515960609537740238e+05
6.685160725474869423e+02 -8.917089354497339040e-04 -2.515960634133304702e+05
6.694969067851071713e+02 -9.543168008642852369e-04 -2.515960634759383393e+05
6.704995471639758762e+02 -3.312917525621230427e-03 -2.515960658345390402e+05
6.715032347918235018e+02 9.387056650894504920e-04 -2.515960615829158633e+05
6.724755334663934718e+02 2.199941550904189851e-03 -2.515960603216799791e+05
6.734397129521343004e+02 1.028045352670398392e-04 -2.515960624188169895e+05
6.744638371656590152e+02 6.389270807102641727e-05 -2.515960624577288108e+05
6.754426754324776994e+02 -2.985047839936755786e-03 -2.515960655066693726e+05
6.765188246341488139e+02 -7.279841736445894721e-04 -2.515960632496057078e+05
6.775297105577257071e+02 -1.737423387228273790e-04 -2.515960626953638566e+05
6.785213876808370514e+02 2.369149301850270012e-04 -2.515960622847065970e+05
6.794864314540598116e+02 1.213991667609277063e-04 -2.515960624002223485e+05
6.805157242423488242e+02 9.489369233159781949e-04 -2.515960615726846154e+05
6.815067448307427185e+02 1.625934407042395119e-03 -2.515960608956871147e+05
6.824826796932910611e+02 8.882237284371022465e-04 -2.515960616333977960e+05
6.834788840028661525e+02 4.427036041495519664e-04 -2.515960620789179229e+05
6.845079469596619219e+02 -2.405339006008295685e-03 -2.515960649269605346e+05
6.855306747574712745e+02 2.053340067126546795e-03 -2.515960604682814737e+05
6.865133723237687491e+02 1.897423965970417611e-04 -2.515960623318791331e+05
6.875026894255753405e+02 1.066938186452932137e-04 -2.515960624149276991e+05
6.885010192742055324e+02 -1.015821840663961055e-03 -2.515960635374433768e+05
6.894737539684281273e+02 -1.130873790840977678e-03 -2.515960636524953297e+05
6.904919580334639022e+02 -9.850426421619316950e-04 -2.515960635066641553e+05
6.914925261312008615e+02 -1.251258487863796771e-03 -2.515960637728800066e+05
6.924862306886965371e+02 1.317423743170660936e-03 -2.515960612041977874e+05
6.935223244749469131e+02 1.219745329868646231e-03 -2.515960613018762087e+05
6.944993843334559642e+02 1.513751211717756636e-03 -2.515960610078703030e+05
6.954912950470397845e+02 2.570854887363948401e-03 -2.515960599507666484e+05
6.964654371385905733e+02 3.365587305139612108e-03 -2.515960591560342291e+05
6.975356452657283626e+02 -1.015548026088342764e-04 -2.515960626231763163e+05
6.985111128194951107e+02 1.768814805847618299e-03 -2.515960607528067194e+05
6.995113336044125845e+02 6.658428325465756649e-04 -2.515960618557786802e+05
7.005419690271731952e+02 -8.587358475904475997e-04 -2.515960633803573728e+05
7.015648863784909963e+02 -6.271910479688268605e-05 -2.515960625843406306e+05
7.025138840394165527e+02 2.019352827066223967e-03 -2.515960605022686941e+05
7.035129257199847643e+02 -1.688367693766877359e-03 -2.515960642099892139e+05
7.044996690411434201e+02 -8.889007419811973797e-04 -2.515960634105222707e+05
7.055019974880161726e+02 6.196981334404959730e-04 -2.515960619019233854e+05
7.065423793916505701e+02 6.738308256706305446e-04 -2.515960618477906974e+05
7.075059820213099329e+02 1.901300780332004228e-04 -2.515960623314914410e+05
7.084748850917198979e+02 -1.678577000642089028e-04 -2.515960626894792367e+05
7.095092581892861290e+02 -1.101658389408288752e-03 -2.515960636232799152e+05
7.105081648789879409e+02 1.854541783960064532e-03 -2.515960606670797570e+05
7.114856799347231799e+02 6.434607385384916427e-04 -2.515960618781607773e+05
7.124979579660719082e+02 1.237974041026690484e-03 -2.515960612836474902e+05
7.134614438657407618e+02 -7.266030635362790303e-04 -2.515960632482245855e+05
7.144655859676407772e+02 -8.204206071718774277e-04 -2.515960633420421218e+05
7.154595623696715165e+02 -2.865165398716193663e-04 -2.515960628081380564e+05
7.164951770133350237e+02 3.082766955271189647e-03 -2.515960594388545724e+05
7.175014506927418552e+02 5.191494067323849677e-04 -2.515960620024721138e+05
7.185531372922735045e+02 1.065648687655419138e-03 -2.515960614559728419e+05
7.195221844841452139e+02 3.531488788602469620e-04 -2.515960621684726502e+05
7.205164077732343912e+02 -1.168258613000227328e-03 -2.515960636898801313e+05
7.214928471706466553e+02 1.628299082001123058e-03 -2.515960608933224576e+05
7.224811062050736155e+02 5.342260207215401022e-04 -2.515960619873955147e+05
7.235284738734148959e+02 2.929007488748301778e-03 -2.515960595926140377e+05
7.245241595631629252e+02 3.142733740528887328e-03 -2.515960593788877886e+05
7.255079654727969682e+02 -2.074153430469043245e-03 -2.515960645957749512e+05
7.265440018216887665e+02 2.859173237996401567e-04 -2.515960622357042157e+05
7.275126978110151867e+02 2.535143790886415938e-04 -2.515960622681071400e+05
7.284923426139541789e+02 1.774655092482598819e-03 -2.515960607469664246e+05
7.295383997019085882e+02 1.597647861477536659e-03 -2.515960609239736514e+05
7.305331944988912483e+02 5.147850003774829012e-04 -2.515960620068365242e+05
7.315112090786872159e+02 -1.136269653589729294e-03 -2.515960636578911799e+05
7.325056907963488584e+02 -6.650415000587078795e-04 -2.515960631866630283e+05
7.335050722354640129e+02 -1.650204974276925363e-03 -2.515960641718264960e+05
7.345469857403827518e+02 5.219666945689334109e-04 -2.515960619996548339e+05
7.355464125190999312e+02 -2.048891801563347114e-03 -2.515960645705133211e+05
7.365137126050748293e+02 1.470922877293594916e-03 -2.515960610506986559e+05
7.374943241450695268e+02 -6.925396726063186954e-05 -2.515960625908754882e+05
7.385406347584232662e+02 -6.950697716006838276e-04 -2.515960632166912837e+05
7.395159306763624727e+02 -7.043565723305217916e-04 -2.515960632259781123e+05
7.405117946862210374e+02 6.812154620331723441e-04 -2.515960618404060660e+05
7.415094120656075347e+02 -1.645547535573067040e-03 -2.515960641671690682e+05
7.424841395702094360e+02 6.888018338924875670e-04 -2.515960618328196870e+05
7.435066246073082539e+02 -1.404411326009760361e-03 -2.515960639260328608e+05
7.445252523815454424e+02 7.766579585523641525e-04 -2.515960617449635756e+05
7.455107277792008063e+02 -1.013434193824809841e-03 -2.515960635350557277e+05
7.465286482306802327e+02 -9.547852913032418235e-04 -2.515960634764068236e+05
7.475307234101736640e+02 -1.802380667083638239e-03 -2.515960643240021891e+05
7.484868809586864700e+02 -1.065239461801819817e-03 -2.515960635868609825e+05
7.494645306698911327e+02 2.247247341516855554e-03 -2.515960602743741765e+05
7.504638922399014973e+02 9.917930334379632638e-04 -2.515960615298284974e+05
7.514881625677750208e+02 2.537785976068004500e-03 -2.515960599838355556e+05
7.524523619633571343e+02 -5.611399556421170845e-04 -2.515960630827614805e+05
7.534762455686031899e+02 5.481412732790969791e-04 -2.515960619734802458e+05
7.545006997751635254e+02 -1.369420379323244789e-03 -2.515960638910419075e+05
7.554989388430559529e+02 -2.911402947372860282e-03 -2.515960654330244870e+05
7.564721605411913288e+02 3.071038495926630167e-04 -2.515960622145176749e+05
7.574650521627286253e+02 -1.549943621695602141e-03 -2.515960640715651389e+05
7.584996951485601357e+02 1.530799888758267724e-03 -2.515960609908216284e+05
7.594868090794145701e+02 -3.650604975824059471e-04 -2.515960628866820189e+05
7.604845768580167942e+02 5.760879689258253987e-04 -2.515960619455335545e+05
